2015-10-2 10:36:27	0	0	0
2015-10-2 11:29:18	0	0	0
2015-10-2 11:42:25	0	0	0
2015-10-6 11:3:29	0	0	0
2015-10-6 11:30:25	0	0	0
2015-10-6 11:35:27	0	0	0
2015-10-6 11:39:45	0	0	0
2015-10-6 11:39:59	0	0	0
2015-10-6 11:40:40	0	0	0
2015-10-6 11:41:57	0	0	0
2015-10-6 11:42:23	0	0	0
2015-10-6 11:43:30	0	0	0
2015-10-6 12:6:11	0	0	0
2015-10-6 12:13:22	0	0	0
2015-10-6 12:18:24	0	0	0
2015-10-6 12:22:32	0	0	0
2015-10-6 12:24:5	0	0	0
2015-10-6 12:24:30	0	0	0
2015-10-6 12:28:51	0	0	0
2015-10-6 12:29:56	0	0	0
2015-10-6 12:30:46	0	0	0
2015-10-6 12:37:26	0	0	0
2015-10-6 12:38:16	0	0	0
2015-10-6 12:39:42	0	0	0
2015-10-6 12:42:1	0	0	0
2015-10-6 12:44:23	0	0	0
2015-10-6 12:45:54	0	0	0
2015-10-6 12:46:58	0	0	0
2015-10-6 12:48:8	0	0	0
2015-10-6 12:58:13	0	0	0
2015-10-6 13:22:42	0	0	0
2015-10-6 13:28:20	0	0	0
2015-10-6 13:30:2	0	0	0
2015-10-6 14:8:25	0	0	0
2015-10-6 14:10:26	0	0	0
2015-10-6 14:15:39	0	0	0
2015-10-6 14:16:54	0	0	0
2015-10-6 14:17:58	0	0	0
2015-10-6 14:21:39	0	0	0
2015-10-6 14:27:33	0	0	0
2015-10-6 14:31:44	0	0	0
2015-10-6 14:33:36	0	0	0
2015-10-6 14:37:16	0	0	0
2015-10-6 14:38:7	0	0	0
2015-10-6 14:38:47	0	0	0
2015-10-6 14:41:20	0	0	0
2015-10-6 14:43:2	0	0	0
2015-10-6 15:3:45	0	0	0
2015-10-6 15:13:9	0	0	0
2015-10-6 15:22:51	0	0	0
2015-10-6 15:37:26	0	0	0
2015-10-6 15:40:44	0	0	0
2015-10-6 15:41:14	0	0	0
2015-10-6 15:43:54	0	0	0
2015-10-6 15:45:21	0	0	0
2015-10-6 15:50:40	0	0	0
2015-10-6 15:53:9	0	0	0
2015-10-6 16:15:29	0	0	0
2015-10-6 16:20:28	0	0	0
2015-10-6 16:28:55	0	0	0
2015-10-6 16:30:19	0	0	0
2015-10-6 16:35:46	0	0	0
2015-10-6 16:39:11	0	0	0
2015-10-6 16:39:35	0	0	0
2015-10-6 16:41:43	0	0	0
2015-10-6 16:51:1	0	0	0
2015-10-6 16:59:36	0	0	0
2015-10-6 17:5:25	0	0	0
2015-10-6 17:11:26	0	0	0
2015-10-6 17:14:28	0	0	0
2015-10-6 17:41:29	0	0	0
2015-10-6 17:43:27	0	0	0
2015-10-6 18:3:10	0	0	0
2015-10-6 19:35:56	0	0	0
2015-10-6 19:49:4	0	0	0
2015-10-6 19:53:22	0	0	0
2015-10-6 19:55:37	0	0	0
2015-10-6 20:13:23	0	0	0
2015-10-6 20:14:13	0	0	0
2015-10-6 20:22:51	0	0	0
2015-10-21 17:37:26	0	0	0
2015-10-21 17:38:14	0	0	0
2015-10-21 17:39:50	0	0	0
2015-10-21 17:44:13	0	0	0
2015-10-21 18:33:27	0	0	0
2015-10-22 9:36:51	0	0	0
2015-10-22 9:37:32	0	0	0
2015-10-22 9:50:42	0	0	0
2015-10-22 10:29:48	0	0	0
2015-10-22 11:16:38	0	0	0
2015-10-22 11:57:31	0	0	0
2015-10-22 11:58:5	0	0	0
2015-10-22 14:15:7	0	0	0
2015-10-22 14:18:34	0	0	0
2015-10-22 14:24:13	0	0	0
2015-10-22 14:26:18	0	0	0
2015-10-22 16:39:32	0	0	0
2015-10-22 16:54:48	0	0	0
2015-10-22 16:56:8	0	0	0
2015-10-22 16:59:54	0	0	0
2015-10-22 17:17:29	0	0	0
2015-10-22 17:19:16	0	0	0
2015-10-22 18:17:8	0	0	0
2015-10-22 18:39:30	0	0	0
